Прізвище,Ім'я,Побатькові,Стать,Дата народження,Посада,Місто проживання,Адреса,Телефон,Email
Коваленко,Олег,Ільїч,Чоловік,1984-12-31 00:00:00,Промисловець,село Анастасія,"бульвар Гайденко, 14, місто Артем, 89142",048 474-87-44,serhii36@gov.ua
Товстуха,Пилип,Іванович,Чоловік,1946-05-17 00:00:00,Астронавт,хутір Дмитро,"Чміль узвіз, 485, селище Анжела, 51783",167 66 05,ckhomyk@ukr.net
Кабаненко,Вікторія,Олександрівна,Жінка,1942-11-05 00:00:00,Медик,село Пріска,"провулок Франчук, 6, селище Аарон, 12877",+38 781 102-15-81,leontii74@kalʹchenko.ua
Власенко,Святослава,Сергіївна,Жінка,1942-03-27 00:00:00,Продюсер,місто Соломія,"Щербань узвіз, 7, місто Кирило, 36148",270 28 24,ielysei43@gmail.com
Дахно,Давид,Георгійович,Чоловік,1955-06-12 00:00:00,Золотар,хутір Анжела,"бульвар Євтушенко, 7, місто Степан, 51796",+38 725 193 13 34,iakivaverchenko@huzii.ua
Вівчаренко,Леонід,Петрович,Чоловік,1962-12-02 00:00:00,Модель,місто Михайло,"Батуринець узвіз, 1, місто Олена, 18823",077 637 53 16,hdanʹkevych@ukr.net
Хомик,Опанас,Олександрович,Чоловік,2006-04-04 00:00:00,Географ,місто Павло,"Батіг узвіз, 46, село Венедикт, 82735",+38 305 732-37-13,feofan57@email.ua
Яремків,Орися,Григорівна,Жінка,1981-11-12 00:00:00,Патологоанатом,село Орхип,"набережна Усик, 00, місто Лесь, 57126",+38 313 492 24 03,tereza25@skorobohatʹko.net
Ісаєвич,Олег,Назарович,Чоловік,1952-05-02 00:00:00,Етнограф,місто Захар,"проспект Орлик, 32, село Вадим, 68604",078 89 55,vadym93@androshchuk.net
Малик,Світлана,Назарівна,Жінка,1999-08-28 00:00:00,Кінорежисер,село Устим,"проспект Сиротенко, 910, село Назар, 37460",042 798 58 19,martyndanʹkevych@franchuk-lazarenko.ua
Авдєєнко,Вікторія,Даниліївна,Жінка,1948-04-28 00:00:00,Євнух,місто Федір,"Цимбалюк узвіз, 50, селище Леопольд, 89306",+38 (988) 243-21-67,larysabazavluchenko@email.ua
Шведченко,Демид,Данилович,Чоловік,1999-02-25 00:00:00,Складальник,місто Людмила,"провулок Гоголь-Яновський, 2, хутір Арсен, 68064",057 246-35-45,eiaremenko@gmail.com
Дрозденко,Ганна,Георгіївна,Жінка,1969-08-01 00:00:00,Мінералог,місто Венедикт,"вулиця Черінько, 2, хутір Олександр, 02741",+38 523 883-20-91,klyment26@derevʼianko.укр
Колодуб,Галина,Дмитрівна,Жінка,1999-04-08 00:00:00,Доцент,селище Опанас,"проспект Рудько, 8, село Валентин, 105913",807-69-05,olenaiemetsʹ@havryletsʹ.укр
Закусило,Семен,Анатолійович,Чоловік,1997-03-26 00:00:00,Державний службовець,хутір Тарас,"проспект Абрамчук, 953, місто Роксолана, 63350",+38 411 427-48-11,pelekhvalentyn@lysenko-aleksandrenko.укр
Цушко,Василина,Григорівна,Жінка,2004-09-21 00:00:00,Модель,місто Василина,"провулок Дараган, 89, хутір Ірина, 08356",532-98-04,dshtokalo@email.ua
Деркач,Орест,Анатолійович,Чоловік,1950-07-27 00:00:00,Електромонтажник,хутір Леон,"Журба узвіз, 8, хутір Леон, 66260",+38 087 112 42 83,pelekhmarusia@gmail.com
Данченко,Святослава,Сергіївна,Жінка,1991-02-04 00:00:00,Реабілітолог,село Соломон,"Демиденко узвіз, 697, селище Лариса, 25079",+38 (867) 683-26-33,maksymkabaliuk@riabchenko.net
Сагаль,Ігнат,Вадимович,Чоловік,1971-09-23 00:00:00,Промисловець,село Володимир,"майдан Самойленко, 104, селище Альбіна, 81049",+38 (679) 278-43-02,egerega@baranetsʹ.net
Скирда,Тетяна,Вадимівна,Жінка,1940-02-03 00:00:00,Бізнесмен,місто Віра,"проспект Балабан, 3, хутір Анастасія, 108607",053 83 18,iryna42@dashenko.ua
Шаповал,Кирило,Анатолійович,Чоловік,1990-11-12 00:00:00,Каскадер,місто Захар,"Гузій узвіз, 33, село Адам, 97270",+38 435 257-74-03,pryimakpanteleimon@gmail.com
Базилевич,Теодор,Максимович,Чоловік,1989-10-07 00:00:00,Модельєр,село Святослав,"майдан Копитко, 787, село Венедикт, 13709",+38 877 088-52-94,lupiihavrylo@karpenko.укр
Данчук,Олекса,Юрійович,Чоловік,1987-07-07 00:00:00,Вчитель,місто Леон,"Лемешко узвіз, 21, селище Святослав, 35751",+38 191 724-50-64,bohodararonetsʹ@charnysh-cherinʹko.org
Тимчук,Маруся,Олегівна,Жінка,1984-08-23 00:00:00,Стиліст,місто Гордій,"Деревʼянко узвіз, 8, селище Степан, 15411",+38 689 135-21-78,martynzabila@email.ua
Сиротенко,Ганна,Георгіївна,Жінка,1970-06-16 00:00:00,Літературознавець,місто Миколай,"проспект Андрейко, 948, село Іван, 68171",+38 092 989-66-85,ahaidabura@i.ua
Назаренко,Сергій,Володимирович,Чоловік,1973-09-08 00:00:00,Мікробіолог,селище Андрій,"майдан Габелко, 30, місто Марта, 29362",015 098-18-98,nsych@onufriienko.ua
Вахній,Вікторія,Анатоліївна,Жінка,1987-07-26 00:00:00,Вчитель,селище Ярослав,"проспект Кальченко, 2, хутір Йосип, 15873",+38 222 611-48-51,vasylʹkhrystenko@zaruba-yashchenko.org
Іванченко,Одарка,Дмитрівна,Жінка,1944-04-12 00:00:00,Хімік,хутір Михайло,"бульвар Швайка, 93, село Ілля, 14705",370-49-95,avreliibaran@i.ua
Мазур,Єлисавета,Олександрівна,Жінка,1995-07-22 00:00:00,Кіноактор,місто Любов,"вулиця Малик, 4, хутір Гаврило, 23971",+38 (489) 730-69-44,tymofiivyshyvanyi@meta.ua
Асаула,Вікторія,Вікторівна,Жінка,1972-04-08 00:00:00,Кінорежисер,село Семен,"Колісниченко узвіз, 637, селище Орест, 103946",+38 (447) 365-42-98,wpalii@gov.ua
Тесля,Альбіна,Сергіївна,Жінка,1976-11-14 00:00:00,Географ,село Алла,"проспект Носенко, 043, селище Ігор, 07935",056 50 37,ihorvermenych@babʼiak.com
Дараган,Людмила,Вікторівна,Жінка,1955-01-16 00:00:00,Бібліотекар,місто Устим,"набережна Вдовиченко, 633, село Аніта, 74493",+38 923 595 58 34,chalyiemiliia@gov.ua
Шеремет,Марʼяна,Ільївна,Жінка,1974-08-22 00:00:00,Паблік рилейшнз,селище Ілля,"Конопля узвіз, 7, місто Валерій, 82864",+38 (101) 520-45-81,skorykliubov@artiushenko.org
Дрозденко,Людмила,Юріївна,Жінка,1963-10-23 00:00:00,Маркетолог,місто Лілія,"Дейсун узвіз, 277, хутір Володимир, 14775",+38 (956) 782-46-07,panashutsuliak@yemetsʹ-shtepa.ua
Атаманюк,Павло,Вадимович,Чоловік,1986-12-07 00:00:00,Модельєр,місто Левко,"провулок Ткач, 747, хутір Орися, 25803",+38 883 757 00 46,dubasorysia@pushkar-semenchenko.ua
Оліфіренко,Надія,Георгіївна,Жінка,1987-08-03 00:00:00,Археолог,село Роман,"майдан Смик, 463, місто Арсен, 79487",+38 368 873-24-99,lstus@i.ua
Чуйко,Василь,Георгійович,Чоловік,1986-01-12 00:00:00,Графік,місто Гліб,"провулок Бабиченко, 4, місто Святослава, 36126",067 220 58 54,stusmykhailo@avramchuk.net
Конопленко,Геннадій,Данилович,Чоловік,2000-03-04 00:00:00,Будник,селище Богуслава,"Тимчук узвіз, 3, хутір Лілія, 97491",+38 (204) 865-71-40,pmalyshko@i.ua
Гавриш,Гордій,Володимирович,Чоловік,1940-12-01 00:00:00,Громадський діяч,селище Едуард,"проспект Бездітко, 7, хутір Олена, 85527",+38 (395) 036-74-53,romanzharko@skorobohatʹko.org
Андрощук,Яків,Георгійович,Чоловік,1957-01-20 00:00:00,Піаніст,селище Станіслав,"набережна Ящук, 41, хутір Мирослав, 73817",085 249-85-04,derevʼiankoeduard@gmail.com
Лесик,Петро,Петрович,Чоловік,1976-10-30 00:00:00,Футболіст,село Камілла,"бульвар Демʼянюк, 483, хутір Пилип, 109434",035 057-48-03,viktoriiasych@ukr.net
Стус,Надія,Георгіївна,Жінка,1991-02-28 00:00:00,Мінералог,селище Сергій,"Даньків узвіз, 864, хутір Марія, 71576",657 72 31,havryshsymon@email.ua
Чумак,Олена,Володимирівна,Жінка,1969-07-21 00:00:00,Стропальник,хутір Леон,"проспект Алексюк, 31, хутір Артем, 68298",057 529-81-00,wkorsun@email.ua
Дейнека,Пилип,Артемович,Чоловік,1985-04-26 00:00:00,Хореограф,місто Зорян,"провулок Бандурка, 41, хутір Аарон, 46558",343 04 11,bohuslav54@pavlenko.org
Дашкевич,Орися,Володимирівна,Жінка,1961-07-24 00:00:00,Стиліст,село Семен,"Червоненко узвіз, 647, хутір Марина, 66016",+38 (447) 538-47-59,skorobohatʹkovitalii@ovsiienko-petrenko.com
Ващенко,Олег,Костянтинович,Чоловік,1974-03-24 00:00:00,Географ,село Василь,"проспект Адаменко, 2, селище Віталій, 57544",023 928-60-62,ilʹienkomykyta@gov.ua
Самойленко,Ігор,Вікторович,Чоловік,1996-06-21 00:00:00,М'ясник,місто Петро,"вулиця Рябовіл, 8, село Ганна, 12938",441-08-56,dannadanʹkevych@tsisyk-kabanenko.укр
Корбут,Лариса,Вадимівна,Жінка,1973-05-05 00:00:00,Ді-джей,селище Назар,"провулок Бабій, 13, селище Левко, 32320",+38 356 163-03-89,adam46@udovychenko.ua
Цюпа,Святослава,Григорівна,Жінка,1997-12-15 00:00:00,Нотаріус,хутір Стефан,"Христич узвіз, 247, хутір Назар, 28955",+38 430 484-81-51,prokopovychdemyd@vivcharenko-andriievych.ua
